time,sensor.power_load_no_var_loads,sensor.power_photovoltaics
2025-06-10 00:30:00,583.8595501975984,0.0
2025-06-10 01:00:00,488.94421691501356,0.0
2025-06-10 01:30:00,398.3440106473164,0.0
2025-06-10 02:00:00,322.86272046645047,0.0
2025-06-10 02:30:00,541.6300762471456,0.0
2025-06-10 03:00:00,525.1645925235364,0.0
2025-06-10 03:30:00,447.8068681902742,0.0
2025-06-10 04:00:00,461.069135376314,0.0
2025-06-10 04:30:00,391.4440887292497,88.20105
2025-06-10 05:00:00,299.9710376811331,220.074
2025-06-10 05:30:00,477.9800919454559,398.1081525423729
2025-06-10 06:00:00,519.6503002017638,597.440875
2025-06-10 06:30:00,731.9009986371971,722.8872352941175
2025-06-10 07:00:00,487.39783432049535,1470.479857142857
2025-06-10 07:30:00,679.5970091503114,1749.224537037037
2025-06-10 08:00:00,427.2557932046233,2127.388543859649
2025-06-10 08:30:00,669.9860679284545,1685.465051724138
2025-06-10 09:00:00,427.0348287062858,2561.4370517241377
2025-06-10 09:30:00,580.6193260065052,1211.5878983050848
2025-06-10 10:00:00,502.76111983413637,1206.53268
2025-06-10 10:30:00,470.19887569336515,1504.7771929824562
2025-06-10 11:00:00,568.372831468246,2196.8389649122805
2025-06-10 11:30:00,555.5372951454248,2652.3919491525426
2025-06-10 12:00:00,572.9868001085672,3730.961457627119
2025-06-10 12:30:00,615.8456149169045,2119.5782363636363
2025-06-10 13:00:00,719.9231963668576,3381.0544576271186
2025-06-10 13:30:00,663.4906436564295,3535.407849056604
2025-06-10 14:00:00,719.2697082826875,2525.834216666666
2025-06-10 14:30:00,545.3642991928444,3047.86034
2025-06-10 15:00:00,619.1696946281882,3044.86482
2025-06-10 15:30:00,600.5950422218466,2599.036392156863
2025-06-10 16:00:00,463.2370742642774,2256.367185185185
2025-06-10 16:30:00,601.3459102240159,1579.1491875
2025-06-10 17:00:00,1822.4720948525041,1376.2916842105265
2025-06-10 17:30:00,1885.3851843500152,908.7392037037038
2025-06-10 18:00:00,1784.6606472918006,403.7612037037037
2025-06-10 18:30:00,1983.745424379918,96.29486486486486
2025-06-10 19:00:00,2212.3692566013465,35.34471428571429
2025-06-10 19:30:00,2024.6795776445422,0.0
2025-06-10 20:00:00,1902.230763756139,0.0
2025-06-10 20:30:00,2016.1203908566888,0.0
2025-06-10 21:00:00,1900.3346715517046,0.0
2025-06-10 21:30:00,2005.0970320156432,0.0
2025-06-10 22:00:00,1989.3947783096821,0.0
2025-06-10 22:30:00,1995.9717706118875,0.0
2025-06-10 23:00:00,2120.932378471716,0.0
2025-06-10 23:30:00,2074.44195863623,0.0
2025-06-11 00:00:00,397.5912878770618,0.0
2025-06-11 00:30:00,383.70400949512725,0.0
2025-06-11 01:00:00,392.08657564535594,0.0
2025-06-11 01:30:00,462.77857157545714,0.0
2025-06-11 02:00:00,451.8472482848319,0.0
2025-06-11 02:30:00,602.8309813580588,0.0
2025-06-11 03:00:00,407.5680097143718,0.0
2025-06-11 03:30:00,467.69539063053,0.0
2025-06-11 04:00:00,446.26903124550853,65.12177272727273
2025-06-11 04:30:00,536.3163042581634,142.30348936170213
2025-06-11 05:00:00,546.1248458742521,255.18405454545453
2025-06-11 05:30:00,368.0301106444171,363.2316785714285
2025-06-11 06:00:00,594.1183632939695,599.2375000000001
2025-06-11 06:30:00,669.8395658285741,942.3363846153844
2025-06-11 07:00:00,780.432205844893,1179.3261724137933
2025-06-11 07:30:00,598.0009416943399,939.0878301886792
2025-06-11 08:00:00,441.47902157440365,1448.3600689655173
2025-06-11 08:30:00,540.6043196735492,2099.069403508772
2025-06-11 09:00:00,433.611425971082,1305.3226206896552
2025-06-11 09:30:00,500.63276583820436,2390.036305084745
2025-06-11 10:00:00,429.8512458586714,2020.788596491228
2025-06-11 10:30:00,393.7669987030973,2960.1819310344827
